login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
in28minutes,in28minutes/spring-boot-vuejs-fullstack-examples,2019-05-07T05:32:05Z,57,57,Java,true,true,mit
in28minutes,in28minutes/spring-microservices-v3-old,2022-12-07T02:42:23Z,15,15,JavaScript,true,true,
in28minutes,in28minutes/deploy-spring-boot-to-azure,2019-10-23T13:47:45Z,83,83,Java,true,true,
stacksimplify,stacksimplify/azure-aks-kubernetes-masterclass,2020-07-23T02:40:38Z,666,666,HCL,true,true,
stacksimplify,stacksimplify/docker-add-fetch-url-demo,2024-10-14T05:57:25Z,0,0,,true,true,
stacksimplify,stacksimplify/aws-fargate-ecs-masterclass,2019-12-05T04:37:22Z,236,236,Java,true,true,
stacksimplify,stacksimplify/terraform-on-google-kubernetes-engine,2024-09-02T12:38:07Z,7,7,HCL,true,false,
stacksimplify,stacksimplify/terraform-gcp-gke-k8s-devops,2024-09-01T09:11:46Z,4,4,HCL,true,false,
stacksimplify,stacksimplify/terraform-gcp-gke-app-devops,2024-09-01T11:12:42Z,4,4,Smarty,true,false,
stacksimplify,stacksimplify/terraform-gcp-gke-infra-devops,2024-09-01T04:27:40Z,4,4,HCL,true,false,
stacksimplify,stacksimplify/springboot-buildingblocks,2019-07-27T04:04:42Z,40,40,Java,true,true,
stacksimplify,stacksimplify/google-kubernetes-engine,2023-02-26T05:47:02Z,141,141,HTML,true,true,
stacksimplify,stacksimplify/hashicorp-certified-terraform-associate,2021-03-15T07:10:13Z,611,611,HCL,true,true,
stacksimplify,stacksimplify/hashicorp-certified-terraform-associate-on-azure,2021-07-15T08:41:26Z,259,259,HCL,true,true,
stacksimplify,stacksimplify/kubernetes-fundamentals,2020-05-12T07:26:39Z,474,474,Java,true,true,
stacksimplify,stacksimplify/terraform-on-google-cloud,2024-07-11T13:48:29Z,17,17,HCL,true,false,
stacksimplify,stacksimplify/terraform-gcp-devops,2024-07-11T07:59:43Z,7,7,HCL,true,false,
stacksimplify,stacksimplify/temp2,2024-06-07T02:16:42Z,0,0,,true,true,
stacksimplify,stacksimplify/google-cloud-certifications,2024-05-13T07:59:13Z,40,40,Shell,true,false,
stacksimplify,stacksimplify/aws-eks-kubernetes-masterclass,2020-04-20T11:41:14Z,1400,1400,Java,true,true,
stacksimplify,stacksimplify/terraform-on-aws-ec2,2021-05-14T10:45:27Z,642,642,HCL,true,true,
stacksimplify,stacksimplify/terraform-on-azure-cloud,2021-09-03T15:27:32Z,244,244,HCL,true,true,
stacksimplify,stacksimplify/terraform-iacdevops-with-aws-codepipeline,2021-05-14T04:23:13Z,178,178,HCL,true,true,apache-2.0
stacksimplify,stacksimplify/terraform-on-aws-eks,2022-05-25T14:35:20Z,594,594,HCL,true,true,
stacksimplify,stacksimplify/helm-masterclass,2023-08-22T05:30:40Z,115,115,Smarty,true,false,
stacksimplify,stacksimplify/terraform-aws-s3-website,2021-03-09T10:55:35Z,41,41,HCL,true,true,other
stacksimplify,stacksimplify/terraform-azurerm-staticwebsitepublic,2021-07-09T07:13:55Z,21,21,HCL,true,true,other
stacksimplify,stacksimplify/docker-fundamentals,2019-11-20T10:00:06Z,450,450,HTML,true,true,
stacksimplify,stacksimplify/cloud-helm-charts,2023-08-29T06:39:34Z,14,14,Smarty,true,true,
stacksimplify,stacksimplify/azure-kubernetes-service-agic,2023-10-15T08:48:15Z,20,20,Shell,true,false,
stacksimplify,stacksimplify/helm-charts-repo,2023-08-22T01:25:31Z,28,28,Smarty,true,true,
stacksimplify,stacksimplify/helm-charts,2023-07-17T12:46:40Z,32,32,Smarty,true,true,
stacksimplify,stacksimplify/aws-cloudformation-simplified,2020-02-13T10:03:16Z,99,99,Shell,true,true,
stacksimplify,stacksimplify/azure-devops-github-acr-aks-app1,2020-10-24T05:22:16Z,121,121,HTML,true,true,
stacksimplify,stacksimplify/azure-devops-aks-kubernetes-terraform-pipeline,2020-12-02T04:16:46Z,144,144,HCL,true,true,
stacksimplify,stacksimplify/02-eb-usermgmt-frontend-reactjs,2019-11-02T12:13:48Z,8,8,JavaScript,true,true,
stacksimplify,stacksimplify/01-eb-usermgmt,2019-10-30T05:12:21Z,8,8,Java,true,true,
stacksimplify,stacksimplify/docker-hub-to-github-container-registry,2023-03-04T05:32:20Z,26,26,Shell,true,false,
stacksimplify,stacksimplify/terraform-on-azure-with-azure-devops,2021-08-30T04:53:23Z,81,81,HCL,true,true,
stacksimplify,stacksimplify/temp-repo,2021-11-04T09:14:14Z,3,3,,true,true,
stacksimplify,stacksimplify/terraform-sentinel-policies-azure,2021-07-13T05:27:41Z,22,22,HCL,true,true,apache-2.0
stacksimplify,stacksimplify/terraform-azurerm-staticwebsiteprivate,2021-07-10T09:30:50Z,16,16,HCL,true,true,apache-2.0
stacksimplify,stacksimplify/terraform-cloud-azure-demo1,2021-07-10T04:33:31Z,30,30,HCL,true,true,apache-2.0
stacksimplify,stacksimplify/terraform-azurerm-staticwebsitepb,2021-06-15T10:28:11Z,4,4,HCL,true,true,apache-2.0
stacksimplify,stacksimplify/temp1,2021-03-19T05:39:12Z,1,1,,true,true,
stacksimplify,stacksimplify/terraform-sentinel-policies,2021-03-11T06:35:05Z,33,33,HCL,true,true,
stacksimplify,stacksimplify/terraform-cloud-demo1,2021-03-06T10:21:03Z,30,30,HCL,true,true,apache-2.0
stacksimplify,stacksimplify/udemy-enroll,2019-12-04T07:06:15Z,11,11,,true,true,
stacksimplify,stacksimplify/springboot-security,2019-08-26T14:21:36Z,3,3,,true,true,
stacksimplify,stacksimplify/githubdemo,2019-04-22T12:15:51Z,4,4,Java,true,true,
thenaveensaggam,thenaveensaggam/next-dashboard,2024-09-24T15:43:52Z,0,0,TypeScript,true,true,
thenaveensaggam,thenaveensaggam/Bootstrap_4_Course,2019-10-23T10:05:23Z,9,9,HTML,true,true,
thenaveensaggam,thenaveensaggam/HTML_5_Course,2019-10-23T08:10:18Z,19,19,HTML,true,true,
thenaveensaggam,thenaveensaggam/contact-mgr-server-mern,2023-04-29T04:55:57Z,0,0,TypeScript,true,true,
thenaveensaggam,thenaveensaggam/react-contact-mgr,2023-04-29T05:07:46Z,2,2,HTML,true,true,
thenaveensaggam,thenaveensaggam/contact-mgr-json-9am,2023-04-19T05:19:40Z,0,0,TypeScript,true,true,
thenaveensaggam,thenaveensaggam/react-mern-9AM,2023-03-06T04:55:48Z,1,1,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/contact-mgr-mern,2023-02-26T03:24:14Z,1,1,HTML,true,true,
thenaveensaggam,thenaveensaggam/contact-mgr-7am,2023-02-26T02:46:04Z,1,1,TypeScript,true,true,
thenaveensaggam,thenaveensaggam/contact-mgr-9pm,2023-01-26T16:54:39Z,1,1,TypeScript,true,true,
thenaveensaggam,thenaveensaggam/test-node,2022-11-27T13:56:07Z,1,1,TypeScript,true,true,
thenaveensaggam,thenaveensaggam/React-UI-One,2022-11-05T03:44:18Z,1,1,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/react-social,2022-08-02T05:20:15Z,1,1,HTML,true,true,
thenaveensaggam,thenaveensaggam/React-Bootstrap-Crash-Course-2022,2022-03-19T07:12:04Z,8,8,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/movie-catalogue,2022-03-15T02:20:03Z,2,2,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/Vuex-Crash-Course-2022,2022-02-13T17:25:43Z,7,7,Vue,true,true,
thenaveensaggam,thenaveensaggam/react-redux-toolkit-crash-course-2022,2022-02-10T07:43:46Z,6,6,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/React-Contact-Manager-CRUD,2022-01-29T18:06:04Z,6,6,HTML,true,true,
thenaveensaggam,thenaveensaggam/Bootstrap-5-crash-course-2022,2022-01-26T02:51:29Z,4,4,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/icon-bars-menu,2022-01-25T02:09:49Z,1,1,HTML,true,true,
thenaveensaggam,thenaveensaggam/split-landing-page,2022-01-25T02:03:39Z,1,1,CSS,true,true,
thenaveensaggam,thenaveensaggam/animated-navbar,2022-01-24T08:45:59Z,2,2,HTML,true,true,
thenaveensaggam,thenaveensaggam/expanding-cards,2022-01-24T02:29:18Z,3,3,CSS,true,true,
thenaveensaggam,thenaveensaggam/HTML-tutorial-in-Telugu-2022,2022-01-09T02:22:58Z,4,4,HTML,true,true,
thenaveensaggam,thenaveensaggam/online-shopping,2021-07-13T13:54:31Z,7,7,HTML,true,true,
thenaveensaggam,thenaveensaggam/UI_Development_Course_Content,2017-12-26T08:26:36Z,33,33,,true,true,
thenaveensaggam,thenaveensaggam/Ultimate_Vacations_UiBrains,2020-04-15T08:32:43Z,7,7,HTML,true,true,
thenaveensaggam,thenaveensaggam/angular-online,2020-07-18T16:53:38Z,4,4,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/react-online,2020-07-18T16:53:17Z,2,2,,true,true,
thenaveensaggam,thenaveensaggam/Company_Website_UiBrains,2020-04-14T09:35:45Z,6,6,HTML,true,true,
thenaveensaggam,thenaveensaggam/Dashboard_UiBrains,2020-04-14T08:45:04Z,6,6,HTML,true,true,
thenaveensaggam,thenaveensaggam/Hippi_Mobiles_UiBrains,2020-04-09T08:08:54Z,4,4,HTML,true,true,
thenaveensaggam,thenaveensaggam/Travel_Yari_Website_UiBrains,2020-04-08T10:49:18Z,6,6,HTML,true,true,
thenaveensaggam,thenaveensaggam/events-angular,2020-02-18T08:30:18Z,2,2,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/UiBrains_Techno_Portal,2019-11-22T00:36:28Z,4,4,HTML,true,true,
thenaveensaggam,thenaveensaggam/CSS_3_Course,2019-10-30T16:36:27Z,12,12,HTML,true,true,
thenaveensaggam,thenaveensaggam/Node_Express_MongoDB_Course,2019-10-23T10:49:39Z,7,7,JavaScript,true,true,
thenaveensaggam,thenaveensaggam/JQuery_AJAX_Course,2019-10-23T09:11:35Z,4,4,HTML,true,true,
thenaveensaggam,thenaveensaggam/Angular_JS_Template,2019-06-20T12:01:43Z,9,9,HTML,true,true,
thenaveensaggam,thenaveensaggam/thenaveensaggam.github.io,2018-09-10T10:03:57Z,29,29,HTML,true,true,
thenaveensaggam,thenaveensaggam/JavaScript_Course,2019-01-23T23:48:16Z,23,23,HTML,true,true,
thenaveensaggam,thenaveensaggam/UI_BootCamp,2019-03-27T08:44:47Z,7,7,HTML,true,true,
thenaveensaggam,thenaveensaggam/AngularJS_Template,2018-09-23T05:16:20Z,18,18,HTML,true,true,
MadhavBahl,MadhavBahl/weatheready,2024-10-08T17:54:31Z,0,0,,true,true,
MadhavBahl,MadhavBahl/all-about-investments,2024-07-04T17:38:31Z,8,8,,true,false,
MadhavBahl,MadhavBahl/os-guest-lecture,2024-08-19T17:15:41Z,0,0,,true,true,
MadhavBahl,MadhavBahl/os-webinar,2020-10-02T03:23:07Z,0,0,JavaScript,true,true,
MadhavBahl,MadhavBahl/react-sprints,2023-05-25T16:16:52Z,2,2,JavaScript,true,true,
MadhavBahl,MadhavBahl/MadhavBahl.github.io,2021-05-23T06:07:56Z,1,1,JavaScript,true,true,
MadhavBahl,MadhavBahl/chatgpt-session,2023-04-03T12:34:23Z,0,0,HTML,true,true,
MadhavBahl,MadhavBahl/OperatingSystem-Algorithms,2017-11-08T14:23:28Z,25,25,C,true,true,mit
MadhavBahl,MadhavBahl/react-pokedex,2020-05-03T10:50:43Z,22,22,JavaScript,true,true,
MadhavBahl,MadhavBahl/Python-Scripts,2017-10-11T08:02:15Z,8,8,Python,true,true,mit
MadhavBahl,MadhavBahl/portfolio-resources,2020-07-17T16:04:55Z,3,3,JavaScript,true,true,
MadhavBahl,MadhavBahl/portfolio-old,2020-05-23T18:26:29Z,18,18,JavaScript,true,true,
MadhavBahl,MadhavBahl/name-startup,2020-05-09T15:14:10Z,4,4,JavaScript,true,true,
MadhavBahl,MadhavBahl/sample-react-app,2020-03-22T10:10:08Z,2,2,JavaScript,true,true,
MadhavBahl,MadhavBahl/Digital-Clock-Start-Screen,2020-01-03T13:21:36Z,0,0,JavaScript,true,true,
MadhavBahl,MadhavBahl/startup-name-generator,2019-11-08T04:59:48Z,17,17,JavaScript,true,true,
MadhavBahl,MadhavBahl/OOPS,2017-11-30T15:09:57Z,117,117,C,true,true,mit
MadhavBahl,MadhavBahl/graphql-starter,2022-08-20T18:01:56Z,0,0,JavaScript,true,true,
MadhavBahl,MadhavBahl/Extractive-Text-Summarizer,2019-08-14T17:58:23Z,5,5,Python,true,true,
MadhavBahl,MadhavBahl/pokeData,2020-05-01T17:50:07Z,0,0,JavaScript,true,true,
MadhavBahl,MadhavBahl/cryptop-boilerplate-nit,2022-02-27T08:00:23Z,0,0,CSS,true,true,
MadhavBahl,MadhavBahl/react-nit-trichy,2022-02-26T16:12:55Z,0,0,,true,true,
MadhavBahl,MadhavBahl/talks,2021-12-01T05:15:55Z,0,0,HTML,true,true,
MadhavBahl,MadhavBahl/swoc,2021-11-10T17:06:36Z,0,0,HTML,true,true,
MadhavBahl,MadhavBahl/vitrendz-roadmap,2021-10-16T06:00:09Z,0,0,JavaScript,true,true,
MadhavBahl,MadhavBahl/slides,2020-10-17T13:46:48Z,65,65,HTML,true,true,
MadhavBahl,MadhavBahl/hacktoberfest2021,2021-10-02T07:48:21Z,7,7,JavaScript,true,true,
MadhavBahl,MadhavBahl/Kickoff-To-Open-Source,2021-10-02T14:45:52Z,0,0,,true,true,
MadhavBahl,MadhavBahl/A-to-Z-Resources-for-Students,2018-10-24T18:13:30Z,30,30,,true,true,mit
MadhavBahl,MadhavBahl/newsletter,2021-05-02T16:05:27Z,0,0,,true,true,
MadhavBahl,MadhavBahl/pwa-starter,2021-04-07T14:05:34Z,1,1,JavaScript,true,true,
MadhavBahl,MadhavBahl/dailyjs,2019-12-10T15:21:10Z,68,68,JavaScript,true,true,
MadhavBahl,MadhavBahl/flashtype,2021-02-26T17:46:09Z,2,2,JavaScript,true,true,
MadhavBahl,MadhavBahl/knowledge-base,2020-12-17T04:10:56Z,3,3,,true,true,
MadhavBahl,MadhavBahl/minimal-mistakes,2021-01-23T19:38:06Z,0,0,,true,false,mit
MadhavBahl,MadhavBahl/flexbox-games,2021-01-05T16:55:20Z,1,1,,true,true,
MadhavBahl,MadhavBahl/Control-Yourself,2017-12-25T11:25:53Z,17,17,JavaScript,true,true,mit
MadhavBahl,MadhavBahl/speedy-type-boilerplate,2020-12-04T18:08:21Z,2,2,CSS,true,true,
MadhavBahl,MadhavBahl/speedy-type,2020-12-02T07:33:53Z,2,2,JavaScript,true,true,
MadhavBahl,MadhavBahl/portfolio-boilerplate,2020-11-25T15:37:57Z,2,2,JavaScript,true,true,
MadhavBahl,MadhavBahl/my-open-profile,2020-09-28T19:03:22Z,7,7,TypeScript,true,true,
MadhavBahl,MadhavBahl/Flutter-Simple-Weather,2020-10-15T16:24:48Z,26,26,Dart,true,true,
MadhavBahl,MadhavBahl/find-opensource-work,2020-10-10T14:31:46Z,6,6,JavaScript,true,true,
MadhavBahl,MadhavBahl/hello-worlds,2017-10-01T17:31:23Z,0,0,AppleScript,true,false,
MadhavBahl,MadhavBahl/ARDUINO-Projects,2017-06-17T05:33:28Z,31,31,C++,true,true,mit
MadhavBahl,MadhavBahl/prateekiiest,2020-09-28T07:12:19Z,0,0,,true,true,
MadhavBahl,MadhavBahl/flex,2020-04-10T18:26:22Z,4,4,HTML,true,true,mit
MadhavBahl,MadhavBahl/test-os-webinar,2020-04-26T06:32:59Z,0,0,HTML,true,true,
MadhavBahl,MadhavBahl/flexbox-webinar,2020-04-08T05:12:24Z,3,3,HTML,true,true,
MadhavBahl,MadhavBahl/startbootstrap-agency,2020-03-28T16:15:23Z,0,0,,true,true,mit
sivaprasadreddy,sivaprasadreddy/springboot-kubernetes-youtube-series,2022-06-21T10:58:14Z,34,34,Java,true,true,
sivaprasadreddy,sivaprasadreddy/jdev-simplify,2024-10-18T05:05:02Z,0,0,Kotlin,true,true,
sivaprasadreddy,sivaprasadreddy/spring-modular-monolith,2024-08-26T02:27:43Z,35,35,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-realworld-conduit-api,2024-07-03T06:16:02Z,11,11,Java,true,false,mit
sivaprasadreddy,sivaprasadreddy/bootiful-blog,2024-10-23T10:12:37Z,2,2,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/langchain4j-demos,2024-02-19T13:05:24Z,3,3,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/testcontainers-samples,2022-08-07T04:57:55Z,56,56,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-boot-microservices-course,2024-04-03T03:04:50Z,61,61,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-boot-aws-kitchensink,2022-09-21T10:08:10Z,3,3,Java,true,true,
sivaprasadreddy,sivaprasadreddy/techbuzz,2023-01-11T04:07:29Z,48,48,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-ai-samples,2024-01-28T10:57:13Z,6,6,Java,true,false,
sivaprasadreddy,sivaprasadreddy/modern-spring-boot,2024-02-01T09:42:43Z,10,10,Java,true,false,mit
sivaprasadreddy,sivaprasadreddy/generator-springboot,2019-07-25T10:03:14Z,223,223,Java,true,true,mit
sivaprasadreddy,sivaprasadreddy/must-know-java-libraries,2024-02-12T09:12:54Z,6,6,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/bookmarks-go,2021-12-02T11:34:42Z,1,1,Go,true,true,
sivaprasadreddy,sivaprasadreddy/bookmarks,2024-10-17T08:51:10Z,1,1,Java,true,true,
